index,ans0,ans1,ans2,model,cat
86,-4.8338866,-1.1287785,-0.12950595,deberta-v3-base-race,Race_x_gender
87,-4.849487,2.5269246,1.0680788,deberta-v3-base-race,Race_x_gender
88,-0.8724115,-1.4968152,-0.8992684,deberta-v3-base-race,Race_x_gender
89,0.39154798,3.191799,-5.4548593,deberta-v3-base-race,Race_x_gender
90,-1.2597404,-1.882853,-1.182276,deberta-v3-base-race,Race_x_gender
91,-0.70872456,-1.1728998,0.48084718,deberta-v3-base-race,Race_x_gender
92,-0.8713263,-1.1539695,-1.1474595,deberta-v3-base-race,Race_x_gender
93,0.3242067,2.6254694,-6.3596168,deberta-v3-base-race,Race_x_gender
94,-3.391878,-2.307631,-0.42824352,deberta-v3-base-race,Race_x_gender
95,-1.7748665,-4.3262095,2.2693865,deberta-v3-base-race,Race_x_gender
96,-4.0779324,-0.9300015,-1.2592793,deberta-v3-base-race,Race_x_gender
97,4.1006246,0.19878922,-5.363142,deberta-v3-base-race,Race_x_gender
98,-3.6059618,-1.4993702,-1.4225283,deberta-v3-base-race,Race_x_gender
99,-2.0494108,-0.79411966,-0.013747771,deberta-v3-base-race,Race_x_gender
100,-0.9346797,-2.7694259,-1.80853,deberta-v3-base-race,Race_x_gender
101,0.22949402,3.2824976,-5.8430705,deberta-v3-base-race,Race_x_gender
102,-1.2374175,-2.1989572,-1.2419589,deberta-v3-base-race,Race_x_gender
103,-0.72371155,-3.0491343,0.8886322,deberta-v3-base-race,Race_x_gender
104,-3.2293742,-1.1977738,-1.2947557,deberta-v3-base-race,Race_x_gender
105,4.0643535,-0.6117783,-4.5450225,deberta-v3-base-race,Race_x_gender
106,-1.3734161,-1.6894708,-1.1669118,deberta-v3-base-race,Race_x_gender
107,-1.3731098,-1.5414135,0.73225915,deberta-v3-base-race,Race_x_gender
108,-0.6567311,-3.968412,-2.0123456,deberta-v3-base-race,Race_x_gender
109,0.6392824,2.5937173,-6.309981,deberta-v3-base-race,Race_x_gender
110,-2.2060275,-4.8245764,-0.65757495,deberta-v3-base-race,Race_x_gender
111,-0.93026054,-4.8798075,2.5117254,deberta-v3-base-race,Race_x_gender
112,-0.8359318,-2.6848981,-0.8663251,deberta-v3-base-race,Race_x_gender
113,-5.697009,3.096307,0.6883733,deberta-v3-base-race,Race_x_gender
114,-0.7778102,-2.2807248,-3.4166071,deberta-v3-base-race,Race_x_gender
115,1.1434438,-1.7281756,-2.095708,deberta-v3-base-race,Race_x_gender
116,-1.1522264,-0.8551794,-2.0338583,deberta-v3-base-race,Race_x_gender
117,-5.908693,0.1761501,2.660065,deberta-v3-base-race,Race_x_gender
118,-0.017943908,-1.067677,-2.5703285,deberta-v3-base-race,Race_x_gender
119,2.7512498,0.09200795,-4.340013,deberta-v3-base-race,Race_x_gender
120,-0.55271983,-1.2336793,-4.505462,deberta-v3-base-race,Race_x_gender
121,0.6221063,-5.9067216,4.011732,deberta-v3-base-race,Race_x_gender
122,-2.9207315,-1.1414672,-3.7539427,deberta-v3-base-race,Race_x_gender
123,-1.9297755,0.38805747,-3.2186308,deberta-v3-base-race,Race_x_gender
124,-0.54200387,-1.578597,-1.7156247,deberta-v3-base-race,Race_x_gender
125,0.53102195,2.6673977,-5.6415014,deberta-v3-base-race,Race_x_gender
126,-2.7181535,-1.9036837,-1.3294312,deberta-v3-base-race,Race_x_gender
127,-1.8254026,-3.5264795,0.9741348,deberta-v3-base-race,Race_x_gender
128,-2.2718885,-1.3256655,-0.64061856,deberta-v3-base-race,Race_x_gender
129,3.5157096,-5.3179035,0.58589303,deberta-v3-base-race,Race_x_gender
130,-1.6696057,-1.1241537,-2.8252094,deberta-v3-base-race,Race_x_gender
131,-2.3740587,0.759417,-1.9027171,deberta-v3-base-race,Race_x_gender
132,-2.310049,-4.2346835,-0.9748289,deberta-v3-base-race,Race_x_gender
133,-6.6012416,2.4892645,-1.4006035,deberta-v3-base-race,Race_x_gender
134,-0.3537196,-4.9822903,-1.3914617,deberta-v3-base-race,Race_x_gender
135,2.6253333,-5.3667407,-1.1364297,deberta-v3-base-race,Race_x_gender
136,-0.5973708,-0.5117157,-2.2104557,deberta-v3-base-race,Race_x_gender
137,-4.4563417,0.79714453,3.2088962,deberta-v3-base-race,Race_x_gender
138,-0.81944764,-2.1765063,-1.9095682,deberta-v3-base-race,Race_x_gender
139,0.9204526,-1.6204014,-1.8911172,deberta-v3-base-race,Race_x_gender
140,-0.589001,-0.87981606,-1.905071,deberta-v3-base-race,Race_x_gender
141,0.5249474,-5.115797,2.5163827,deberta-v3-base-race,Race_x_gender
142,-2.8568163,-0.14291571,-2.047764,deberta-v3-base-race,Race_x_gender
143,-1.7211076,2.2299058,-4.796619,deberta-v3-base-race,Race_x_gender
144,-0.36575106,-4.227361,-1.1481531,deberta-v3-base-race,Race_x_gender
145,0.8384692,3.8470285,-6.0728426,deberta-v3-base-race,Race_x_gender
146,-1.9850154,-3.38377,-1.5434194,deberta-v3-base-race,Race_x_gender
147,-1.4789462,-3.5577157,0.3002288,deberta-v3-base-race,Race_x_gender
148,0.2601144,-2.1799834,-1.30526,deberta-v3-base-race,Race_x_gender
149,0.830888,3.2722747,-6.1154175,deberta-v3-base-race,Race_x_gender
150,-0.22689107,-2.421129,-1.6200693,deberta-v3-base-race,Race_x_gender
151,0.50960326,-3.9998047,0.9262218,deberta-v3-base-race,Race_x_gender
152,-0.66016716,-0.9082835,-2.5359406,deberta-v3-base-race,Race_x_gender
153,0.02951315,-5.227782,4.1051083,deberta-v3-base-race,Race_x_gender
154,-1.2550001,-1.7207158,-1.626329,deberta-v3-base-race,Race_x_gender
155,-1.1189805,0.4396553,-1.708509,deberta-v3-base-race,Race_x_gender
156,-3.887183,0.35626402,-2.3032491,deberta-v3-base-race,Race_x_gender
157,2.398946,0.85798585,-6.6907067,deberta-v3-base-race,Race_x_gender
158,-4.5919323,-0.11561917,-0.9685671,deberta-v3-base-race,Race_x_gender
159,-5.4564633,1.1338185,2.8075747,deberta-v3-base-race,Race_x_gender
160,-0.37701115,-2.0125277,-0.9374412,deberta-v3-base-race,Race_x_gender
161,0.72371125,3.388444,-5.921125,deberta-v3-base-race,Race_x_gender
162,-2.9272623,-2.0735023,-1.8069679,deberta-v3-base-race,Race_x_gender
163,-1.9830449,-2.689243,0.80132174,deberta-v3-base-race,Race_x_gender
164,-0.691139,-1.8511548,-1.024683,deberta-v3-base-race,Race_x_gender
165,0.11910484,2.273929,-6.2625794,deberta-v3-base-race,Race_x_gender
166,-3.7522814,-2.482393,-0.6596209,deberta-v3-base-race,Race_x_gender
167,-1.7856374,-5.0233502,2.6383114,deberta-v3-base-race,Race_x_gender
168,-0.9100584,-1.2336793,-4.505462,deberta-v3-base-race,Race_x_gender
169,-0.6757598,-5.9067216,4.011732,deberta-v3-base-race,Race_x_gender
170,-1.4460535,-1.1414672,-3.7539427,deberta-v3-base-race,Race_x_gender
171,-1.458869,0.38805747,-3.2186308,deberta-v3-base-race,Race_x_gender
172,-2.8016012,-0.46307245,-0.061386358,deberta-v3-base-race,Race_x_gender
173,3.181238,-5.6028566,0.88215715,deberta-v3-base-race,Race_x_gender
174,-2.6862123,-0.5752962,-0.31471512,deberta-v3-base-race,Race_x_gender
175,-3.1994333,1.3614523,0.573325,deberta-v3-base-race,Race_x_gender
176,-3.4213712,-0.38393015,-0.9363757,deberta-v3-base-race,Race_x_gender
177,4.086539,-4.6254516,0.7231334,deberta-v3-base-race,Race_x_gender
178,-1.7439488,-0.58359104,-2.2867374,deberta-v3-base-race,Race_x_gender
179,-1.1469944,1.133801,-1.5623598,deberta-v3-base-race,Race_x_gender
180,-0.9748289,-4.2346835,-2.310049,deberta-v3-base-race,Race_x_gender
181,-1.4006035,2.4892645,-6.6012416,deberta-v3-base-race,Race_x_gender
182,-1.3914617,-4.9822903,-0.3537196,deberta-v3-base-race,Race_x_gender
183,-1.1364297,-5.3667407,2.6253333,deberta-v3-base-race,Race_x_gender
184,-1.9543327,-1.7387727,0.18200277,deberta-v3-base-race,Race_x_gender
185,-5.8907504,3.217951,1.0501388,deberta-v3-base-race,Race_x_gender
186,-1.3690393,-1.7095983,-0.21238366,deberta-v3-base-race,Race_x_gender
187,0.5743035,-2.6012008,0.49866864,deberta-v3-base-race,Race_x_gender
188,-1.5027201,-2.3838797,-1.2530767,deberta-v3-base-race,Race_x_gender
189,-0.28817716,-5.9038076,2.5139527,deberta-v3-base-race,Race_x_gender
190,-1.7868385,-0.58284724,-1.8565553,deberta-v3-base-race,Race_x_gender
191,-0.54636174,1.8458459,-4.3889832,deberta-v3-base-race,Race_x_gender
192,-1.2336793,-4.505462,0.2069206,deberta-v3-base-race,Race_x_gender
193,-5.875259,3.9049723,1.0607747,deberta-v3-base-race,Race_x_gender
194,-1.1414672,-3.7539427,-0.20235878,deberta-v3-base-race,Race_x_gender
195,0.43959907,-3.5187805,0.5061279,deberta-v3-base-race,Race_x_gender
196,-3.4496796,-0.7631886,-0.6821113,deberta-v3-base-race,Race_x_gender
197,2.7399,0.53743225,-5.5290365,deberta-v3-base-race,Race_x_gender
198,-3.0258863,-2.3427877,-0.63844424,deberta-v3-base-race,Race_x_gender
199,-4.4759774,-1.6022239,1.3642768,deberta-v3-base-race,Race_x_gender
200,-2.540479,-0.7861961,-0.2947521,deberta-v3-base-race,Race_x_gender
201,3.5923264,-0.03944687,-3.9227283,deberta-v3-base-race,Race_x_gender
202,-1.7201128,-1.1442322,-0.4970871,deberta-v3-base-race,Race_x_gender
203,-2.4702623,-0.853643,0.90833974,deberta-v3-base-race,Race_x_gender
204,-2.310049,-0.8579338,-4.2346835,deberta-v3-base-race,Race_x_gender
205,-6.5805984,0.4517975,2.3460424,deberta-v3-base-race,Race_x_gender
206,-0.3537196,-2.2674468,-4.9822903,deberta-v3-base-race,Race_x_gender
207,2.834723,-0.9977439,-5.4617968,deberta-v3-base-race,Race_x_gender
208,-2.259095,-1.9939734,-0.6964257,deberta-v3-base-race,Race_x_gender
209,3.382245,-5.928905,0.7128714,deberta-v3-base-race,Race_x_gender
210,-1.8346624,-1.8905356,-2.3434186,deberta-v3-base-race,Race_x_gender
211,-2.0797672,0.2702243,-1.5695362,deberta-v3-base-race,Race_x_gender
212,-1.9544317,-0.87127554,-1.5755605,deberta-v3-base-race,Race_x_gender
213,-5.581709,-0.24169663,2.421408,deberta-v3-base-race,Race_x_gender
214,-0.9384669,-1.1492996,-1.8291032,deberta-v3-base-race,Race_x_gender
215,2.0993385,-0.11120645,-4.420509,deberta-v3-base-race,Race_x_gender
216,-0.9100584,-1.2336793,-4.505462,deberta-v3-base-race,Race_x_gender
217,-0.6757598,-5.9067216,4.011732,deberta-v3-base-race,Race_x_gender
218,-1.4460535,-1.1414672,-3.7539427,deberta-v3-base-race,Race_x_gender
219,-1.458869,0.38805747,-3.2186308,deberta-v3-base-race,Race_x_gender
220,-0.95687336,-3.881043,-0.71063703,deberta-v3-base-race,Race_x_gender
221,0.0315985,2.4260466,-6.1333146,deberta-v3-base-race,Race_x_gender
222,-1.2572479,-3.713593,-0.45573163,deberta-v3-base-race,Race_x_gender
223,-0.6497405,-4.5503926,1.7124131,deberta-v3-base-race,Race_x_gender
224,-0.029054943,-2.6342804,-0.18019755,deberta-v3-base-race,Race_x_gender
225,0.97363245,3.3523114,-4.6139374,deberta-v3-base-race,Race_x_gender
226,-0.29664326,-2.0279438,-0.28381643,deberta-v3-base-race,Race_x_gender
227,0.6017114,-2.5671635,1.2383462,deberta-v3-base-race,Race_x_gender
228,-2.310049,-4.2346835,-0.92266375,deberta-v3-base-race,Race_x_gender
229,-6.6012416,2.4892645,0.016964283,deberta-v3-base-race,Race_x_gender
230,-0.3537196,-4.9822903,-3.6908062,deberta-v3-base-race,Race_x_gender
231,2.6253333,-5.3667407,-1.9069571,deberta-v3-base-race,Race_x_gender
232,0.12716168,-2.5559049,-2.075246,deberta-v3-base-race,Race_x_gender
233,1.0262793,3.6900263,-5.9823375,deberta-v3-base-race,Race_x_gender
234,-0.19738854,-1.6658589,-1.929281,deberta-v3-base-race,Race_x_gender
235,0.4635463,-1.6026438,-0.14031878,deberta-v3-base-race,Race_x_gender
236,-2.3007565,-1.2929387,-1.0205041,deberta-v3-base-race,Race_x_gender
237,-4.855032,2.9560943,-1.0611439,deberta-v3-base-race,Race_x_gender
238,-1.0935478,-1.4227015,-1.5165117,deberta-v3-base-race,Race_x_gender
239,1.3912275,-3.435768,-1.390592,deberta-v3-base-race,Race_x_gender
240,-0.6209445,-1.03005,-0.9945811,deberta-v3-base-race,Race_x_gender
241,-1.789121,-0.779835,2.5601242,deberta-v3-base-race,Race_x_gender
242,-2.6621118,-2.025924,-2.5444658,deberta-v3-base-race,Race_x_gender
243,1.7027361,-1.696559,-0.5309436,deberta-v3-base-race,Race_x_gender
244,-0.3837153,-0.51445776,-0.19054268,deberta-v3-base-race,Race_x_gender
245,1.5135624,-1.9660716,0.685362,deberta-v3-base-race,Race_x_gender
246,-2.5666075,-2.0796523,-3.0515602,deberta-v3-base-race,Race_x_gender
247,-1.7969754,1.9031767,-1.8011124,deberta-v3-base-race,Race_x_gender
248,-1.0437816,-0.2568474,0.3886651,deberta-v3-base-race,Race_x_gender
249,1.3461758,-2.2163877,0.97116804,deberta-v3-base-race,Race_x_gender
250,-3.406004,-1.7824109,-0.35451466,deberta-v3-base-race,Race_x_gender
251,-2.2614021,1.8437887,0.33422896,deberta-v3-base-race,Race_x_gender
252,-0.7240867,-0.34115955,-0.40428883,deberta-v3-base-race,Race_x_gender
253,0.86456895,-2.5457418,0.7579599,deberta-v3-base-race,Race_x_gender
254,-2.3880641,-2.5544202,-2.4402084,deberta-v3-base-race,Race_x_gender
255,-2.4658663,2.8858197,-1.4930849,deberta-v3-base-race,Race_x_gender
256,-0.8260704,-0.11783434,-0.57722133,deberta-v3-base-race,Race_x_gender
257,1.1130295,-2.4063914,0.72402334,deberta-v3-base-race,Race_x_gender
258,-2.1695378,-2.5878541,-2.4448547,deberta-v3-base-race,Race_x_gender
259,-1.8195124,1.1142774,-1.5904256,deberta-v3-base-race,Race_x_gender
260,-0.6845439,-0.63634765,0.24373886,deberta-v3-base-race,Race_x_gender
261,1.5704052,-3.1663384,0.8066089,deberta-v3-base-race,Race_x_gender
262,-1.8306688,-3.3115337,-0.49278465,deberta-v3-base-race,Race_x_gender
263,-1.4407027,0.7276649,0.2437373,deberta-v3-base-race,Race_x_gender
264,-1.8147274,-0.5496085,-0.9986015,deberta-v3-base-race,Race_x_gender
265,2.2901442,-0.091081575,-1.7672884,deberta-v3-base-race,Race_x_gender
266,-2.57469,-1.2770185,-2.0603886,deberta-v3-base-race,Race_x_gender
267,-0.874799,-0.9171511,1.3692864,deberta-v3-base-race,Race_x_gender
268,-0.66721463,-0.9826024,-0.7016282,deberta-v3-base-race,Race_x_gender
269,-2.9332998,-0.76941824,2.4003706,deberta-v3-base-race,Race_x_gender
270,-1.5854945,-1.8405181,-2.5490963,deberta-v3-base-race,Race_x_gender
271,1.6772707,-1.5611846,-1.4443227,deberta-v3-base-race,Race_x_gender
272,0.10498928,-1.6112711,-0.8002356,deberta-v3-base-race,Race_x_gender
273,0.7131922,1.9163486,-1.8875184,deberta-v3-base-race,Race_x_gender
274,-0.3462758,-2.1585085,-1.9441142,deberta-v3-base-race,Race_x_gender
275,0.10889317,-1.0782839,1.2133319,deberta-v3-base-race,Race_x_gender
276,-0.62254965,-1.1928588,-0.61763614,deberta-v3-base-race,Race_x_gender
277,0.5381473,0.12901573,-2.8049748,deberta-v3-base-race,Race_x_gender
278,-2.3223162,-2.2959495,-1.7242815,deberta-v3-base-race,Race_x_gender
279,-1.5455911,-2.9093478,2.5991044,deberta-v3-base-race,Race_x_gender
280,-0.53199196,-1.6917406,-0.4928467,deberta-v3-base-race,Race_x_gender
281,-2.6714182,1.6807373,0.006064096,deberta-v3-base-race,Race_x_gender
282,-2.684134,-1.9953388,-1.2266867,deberta-v3-base-race,Race_x_gender
283,1.0387316,-1.2280376,-0.7759762,deberta-v3-base-race,Race_x_gender
284,-0.9028923,-0.9711225,-1.2144209,deberta-v3-base-race,Race_x_gender
285,-3.2851646,-0.5792844,1.0315497,deberta-v3-base-race,Race_x_gender
286,-1.69795,-1.7780522,-2.1611183,deberta-v3-base-race,Race_x_gender
287,2.5626755,-1.393383,-2.5935812,deberta-v3-base-race,Race_x_gender
288,-0.30152908,-0.7482909,-0.6243629,deberta-v3-base-race,Race_x_gender
289,0.9339334,2.6200645,-2.0642512,deberta-v3-base-race,Race_x_gender
290,-2.1409614,-2.3580472,-2.7489653,deberta-v3-base-race,Race_x_gender
291,-1.3272077,-0.6425423,1.12371,deberta-v3-base-race,Race_x_gender
292,-0.31112635,-0.6345506,0.4729509,deberta-v3-base-race,Race_x_gender
293,-2.3019428,2.204313,1.114766,deberta-v3-base-race,Race_x_gender
294,-2.614443,-2.118594,-0.22945236,deberta-v3-base-race,Race_x_gender
295,1.3341072,-2.2104216,0.42257416,deberta-v3-base-race,Race_x_gender
296,0.3605781,-0.6754191,-0.01971136,deberta-v3-base-race,Race_x_gender
297,0.9105435,-1.5805337,2.4477322,deberta-v3-base-race,Race_x_gender
298,-0.33438492,-2.5161233,-1.8134992,deberta-v3-base-race,Race_x_gender
299,0.2386877,1.0245697,0.18615878,deberta-v3-base-race,Race_x_gender
300,-0.9697241,-0.56287247,-0.63465583,deberta-v3-base-race,Race_x_gender
301,-0.6682047,-3.1201282,1.2378759,deberta-v3-base-race,Race_x_gender
302,-1.9211822,-2.5606081,-2.0989614,deberta-v3-base-race,Race_x_gender
303,-1.6982638,1.8219147,-1.9764488,deberta-v3-base-race,Race_x_gender
304,-0.5428723,-0.45687845,-0.448407,deberta-v3-base-race,Race_x_gender
305,-2.738245,2.183098,0.87313455,deberta-v3-base-race,Race_x_gender
306,-2.8998444,-2.1946824,-2.3170276,deberta-v3-base-race,Race_x_gender
307,1.1901591,-1.185091,-1.5786493,deberta-v3-base-race,Race_x_gender
308,-1.4037392,-0.36598697,0.16865267,deberta-v3-base-race,Race_x_gender
309,1.3253763,0.2988129,-3.2217848,deberta-v3-base-race,Race_x_gender
310,-2.474376,-1.2422888,-2.3375876,deberta-v3-base-race,Race_x_gender
311,-2.0840378,-0.51222235,2.3227696,deberta-v3-base-race,Race_x_gender
312,-2.5099611,-0.9389721,-0.75431097,deberta-v3-base-race,Race_x_gender
313,1.5852773,-1.4433072,-0.16858852,deberta-v3-base-race,Race_x_gender
314,-3.3297868,-1.6812387,-1.4439601,deberta-v3-base-race,Race_x_gender
315,-0.9609584,1.4313453,-0.95336103,deberta-v3-base-race,Race_x_gender
316,-0.6729257,-0.2639794,-0.058797475,deberta-v3-base-race,Race_x_gender
317,-2.9001913,0.7098756,2.4438434,deberta-v3-base-race,Race_x_gender
318,-1.9679246,-2.1489568,-2.388112,deberta-v3-base-race,Race_x_gender
319,1.5205382,-1.3673888,-1.2880049,deberta-v3-base-race,Race_x_gender
320,-0.6573365,-0.7711315,-1.0022874,deberta-v3-base-race,Race_x_gender
321,2.123642,0.1365474,-2.0119765,deberta-v3-base-race,Race_x_gender
322,-2.413156,-1.4864951,-1.8951641,deberta-v3-base-race,Race_x_gender
323,-0.5373017,-0.96747565,1.3420277,deberta-v3-base-race,Race_x_gender
324,-1.6988695,-1.4259751,-0.24119766,deberta-v3-base-race,Race_x_gender
325,0.8626176,-3.1868746,0.63698715,deberta-v3-base-race,Race_x_gender
326,-2.2760015,-2.2228203,-0.7096717,deberta-v3-base-race,Race_x_gender
327,-2.5992348,2.329345,0.3915685,deberta-v3-base-race,Race_x_gender
328,-2.1354086,-0.87206537,-0.18751906,deberta-v3-base-race,Race_x_gender
329,0.5034086,0.1992784,-2.38196,deberta-v3-base-race,Race_x_gender
330,-2.315751,-3.8416212,-2.5133622,deberta-v3-base-race,Race_x_gender
331,-1.6882277,-2.2111146,1.619538,deberta-v3-base-race,Race_x_gender
332,-2.135654,-0.4832461,-0.6630053,deberta-v3-base-race,Race_x_gender
333,0.67318124,-2.6936798,0.5788493,deberta-v3-base-race,Race_x_gender
334,-2.5983062,-2.0516243,-2.3741632,deberta-v3-base-race,Race_x_gender
335,-2.312487,2.1103225,-1.5267684,deberta-v3-base-race,Race_x_gender
336,-0.36202607,-0.8491428,-1.5840724,deberta-v3-base-race,Race_x_gender
337,0.73842305,-1.9278725,1.5240242,deberta-v3-base-race,Race_x_gender
338,-2.0961158,-2.086358,-2.9081495,deberta-v3-base-race,Race_x_gender
339,-1.3805073,1.6044482,-1.6600721,deberta-v3-base-race,Race_x_gender
340,-0.67035246,-0.8985237,-0.5398985,deberta-v3-base-race,Race_x_gender
341,0.17042723,-2.6559258,2.3243997,deberta-v3-base-race,Race_x_gender
342,-3.820966,-1.8006709,-2.5171547,deberta-v3-base-race,Race_x_gender
343,-2.2176735,1.8493547,-1.1984098,deberta-v3-base-race,Race_x_gender
344,-0.9242444,-1.4345281,-0.8614428,deberta-v3-base-race,Race_x_gender
345,-1.9283855,2.2053797,0.15720773,deberta-v3-base-race,Race_x_gender
346,-1.8632212,-2.3417797,-3.8327043,deberta-v3-base-race,Race_x_gender
347,1.5790211,-1.66588,-2.3308861,deberta-v3-base-race,Race_x_gender
348,-1.0862603,-0.77226925,-0.974348,deberta-v3-base-race,Race_x_gender
349,-0.87669957,-2.870571,1.2728456,deberta-v3-base-race,Race_x_gender
350,-1.8509699,-2.2931848,-2.1246488,deberta-v3-base-race,Race_x_gender
351,-1.4076357,1.7612118,-1.88478,deberta-v3-base-race,Race_x_gender
352,-0.55079246,-0.32736275,-1.7340108,deberta-v3-base-race,Race_x_gender
353,-2.3224924,0.65707326,1.1195631,deberta-v3-base-race,Race_x_gender
354,-2.4680734,-2.0914562,-2.1328325,deberta-v3-base-race,Race_x_gender
355,1.7749861,-1.3479552,-1.6627498,deberta-v3-base-race,Race_x_gender
356,-0.7564423,0.21418564,-1.0331964,deberta-v3-base-race,Race_x_gender
357,-3.0221083,1.1663398,1.943203,deberta-v3-base-race,Race_x_gender
358,-1.7369057,-0.33812186,-1.7790993,deberta-v3-base-race,Race_x_gender
359,2.0790935,0.5169719,-1.2880962,deberta-v3-base-race,Race_x_gender
360,0.4822399,-0.15904124,-0.020349875,deberta-v3-base-race,Race_x_gender
361,1.0538366,-1.6036634,1.8939824,deberta-v3-base-race,Race_x_gender
362,-0.24081753,-2.3236194,-1.4199047,deberta-v3-base-race,Race_x_gender
363,0.33917004,1.5318553,-0.8082597,deberta-v3-base-race,Race_x_gender
364,-1.0440447,-0.29717073,-0.37635213,deberta-v3-base-race,Race_x_gender
365,1.3261998,0.88587874,-2.360646,deberta-v3-base-race,Race_x_gender
366,-3.1953254,-2.006085,-2.3625343,deberta-v3-base-race,Race_x_gender
367,-1.5518878,-1.1538677,2.140893,deberta-v3-base-race,Race_x_gender
368,-0.44317666,-0.23777656,-0.24159645,deberta-v3-base-race,Race_x_gender
369,-1.4837213,0.68523353,1.8816903,deberta-v3-base-race,Race_x_gender
370,-2.2275503,-2.921497,-1.826551,deberta-v3-base-race,Race_x_gender
371,1.402982,-1.694777,-0.39646056,deberta-v3-base-race,Race_x_gender
372,-0.41232014,0.35823736,-0.64432144,deberta-v3-base-race,Race_x_gender
373,1.6747353,-2.4680395,0.16434595,deberta-v3-base-race,Race_x_gender
374,-1.9063723,-1.4752927,-1.374747,deberta-v3-base-race,Race_x_gender
375,-2.024117,2.888224,-0.819318,deberta-v3-base-race,Race_x_gender
376,-0.57173955,-0.59889376,-0.42566898,deberta-v3-base-race,Race_x_gender
377,0.72676873,-3.5278828,1.8487,deberta-v3-base-race,Race_x_gender
378,-2.2880852,-3.2710063,-2.2130604,deberta-v3-base-race,Race_x_gender
379,-1.535381,0.420612,-1.350609,deberta-v3-base-race,Race_x_gender
380,-0.5959668,-0.6387137,-0.71808624,deberta-v3-base-race,Race_x_gender
381,-2.8884718,1.768095,0.23116772,deberta-v3-base-race,Race_x_gender
382,-2.6792166,-2.2734902,-1.4058139,deberta-v3-base-race,Race_x_gender
383,2.4848151,-2.2567127,-0.92221,deberta-v3-base-race,Race_x_gender
384,-0.50999516,-1.1302404,-0.8402978,deberta-v3-base-race,Race_x_gender
385,-1.2662673,1.7409784,0.29516247,deberta-v3-base-race,Race_x_gender
386,-2.5499394,-1.5682263,-1.8650651,deberta-v3-base-race,Race_x_gender
387,1.6106101,-0.5886365,-0.94354194,deberta-v3-base-race,Race_x_gender
388,-0.2883769,-0.23545668,-0.60397035,deberta-v3-base-race,Race_x_gender
389,-2.2962065,0.90292704,1.5910125,deberta-v3-base-race,Race_x_gender
390,-2.3303056,-2.2140374,-2.306293,deberta-v3-base-race,Race_x_gender
391,2.0036361,-1.320051,-1.4793925,deberta-v3-base-race,Race_x_gender
392,-0.3949654,0.52465415,-0.26361182,deberta-v3-base-race,Race_x_gender
393,2.257727,1.0480515,-1.4792998,deberta-v3-base-race,Race_x_gender
394,-2.1676848,-0.28752014,-2.3087108,deberta-v3-base-race,Race_x_gender
395,-0.62494147,0.36407405,1.5831223,deberta-v3-base-race,Race_x_gender
396,-0.21240786,-0.53409183,-0.53528,deberta-v3-base-race,Race_x_gender
397,1.9095055,0.5311272,-3.4500544,deberta-v3-base-race,Race_x_gender
398,-1.8373957,-3.7080772,-1.5260556,deberta-v3-base-race,Race_x_gender
399,-2.005391,-2.001795,2.658651,deberta-v3-base-race,Race_x_gender
400,-0.5018375,-0.22376545,-0.36827868,deberta-v3-base-race,Race_x_gender
401,0.5375392,-2.6678739,1.7091397,deberta-v3-base-race,Race_x_gender
402,-3.6362407,-2.1553001,-1.8698819,deberta-v3-base-race,Race_x_gender
403,-2.0535405,1.3279514,-1.9871114,deberta-v3-base-race,Race_x_gender
404,-0.60748607,-0.8806585,-0.5182456,deberta-v3-base-race,Race_x_gender
405,-2.8128312,-0.7970944,1.0978044,deberta-v3-base-race,Race_x_gender
406,-2.7847316,-1.8603268,-2.2451324,deberta-v3-base-race,Race_x_gender
407,2.2258008,-1.5668625,-2.600301,deberta-v3-base-race,Race_x_gender
408,-0.48891857,-0.48913297,-1.4463778,deberta-v3-base-race,Race_x_gender
409,-2.0337527,0.5406628,0.92429316,deberta-v3-base-race,Race_x_gender
410,-1.9764208,-2.8858192,-2.4671369,deberta-v3-base-race,Race_x_gender
411,1.4071422,-1.7248274,-1.7099733,deberta-v3-base-race,Race_x_gender
412,-0.52312434,-0.64493495,-0.24892823,deberta-v3-base-race,Race_x_gender
413,0.6360448,-2.6887858,1.8923064,deberta-v3-base-race,Race_x_gender
414,-2.220987,-1.9879622,-1.8305341,deberta-v3-base-race,Race_x_gender
415,-1.4601777,1.6240728,-1.3353804,deberta-v3-base-race,Race_x_gender
416,-1.1186564,-0.6246571,-1.1496872,deberta-v3-base-race,Race_x_gender
417,-1.6225742,-0.011313739,1.8322018,deberta-v3-base-race,Race_x_gender
418,-2.0683124,-1.2204396,-1.7174333,deberta-v3-base-race,Race_x_gender
419,1.1813394,-0.8780306,-0.7890381,deberta-v3-base-race,Race_x_gender
420,0.12493253,-0.94648224,-0.8625641,deberta-v3-base-race,Race_x_gender
421,0.94864535,-3.6612532,2.571034,deberta-v3-base-race,Race_x_gender
422,-0.2662782,-2.1294742,-2.0703952,deberta-v3-base-race,Race_x_gender
423,0.47544286,1.7899866,-0.9588505,deberta-v3-base-race,Race_x_gender
424,-1.2843193,-0.8542954,-0.2674735,deberta-v3-base-race,Race_x_gender
425,1.3760672,0.21641143,-2.2163117,deberta-v3-base-race,Race_x_gender
426,-2.3982654,-3.8832116,-2.0307968,deberta-v3-base-race,Race_x_gender
427,-1.7492086,-2.2797217,1.940353,deberta-v3-base-race,Race_x_gender
